recno;ID;RAJ2000;DEJ2000;l_mlow;mlow;l_Dmmax;Dmmax;l_sigint;sigint;l_Sd;Sd;l_Sy;Sy;LC;Mph;rmag;OT;z;X;Class
 ; ;deg;deg; ;mag; ;mag; ;mag; ;mag; ;mag; ; ;mag; ; ; ;
     487;CDFS_MOS01-06   ;051.6439;-28.0312; ;22.20; ; 1.11; ; 0.37;<; 0.00; ; 0.90;F;pt ;20.38;   ;      ; ;Point Flare
     488;GROTH_MOS06-13  ;215.0428;+52.6746; ;21.88; ; 1.11; ; 0.39; ; 0.22; ; 1.06;F;ext;20.10;   ;      ; ;Galaxy Flare
     489;GROTH_MOS01-15  ;215.6537;+54.7445;>;23.07;>; 1.10; ; 0.32; ; 0.34; ; 0.50; ;ext;22.58;   ;      ; ;?
     490;CDFS_MOS01-27   ;052.2554;-28.5946;>;23.10;>; 1.10; ; 0.15; ; 0.17; ; 0.27;V;ext;21.86;   ;      ; ;AGN
     491;XMMLSS_MOS04-09 ;036.6488;-03.9371;>;22.93;>; 1.10; ; 0.15; ; 0.18; ; 0.07; ;ext;20.59;   ;      ; ;?
     492;GROTH_MOS07-08  ;212.4274;+52.6990;>;23.09;>; 1.10; ; 0.22; ; 0.48; ; 0.29; ;ext;20.97;   ;      ; ;?
     493;GROTH_MOS07-15  ;212.8529;+52.3236; ;22.14; ; 1.10; ; 0.31;<; 0.00; ; 0.71;V;ext;21.25;   ;      ; ;AGN
     494;COSMOS_MOS24-24 ;149.9919;+01.7238; ;21.57; ; 1.10; ; 0.28; ; 0.17; ; 0.61;V;pt ;20.14;QSO; 1.619;X;QSO
     495;ELAISN1_MOS15-00;241.6487;+54.3255;>;22.99;>; 1.10; ; 0.24; ; 0.24; ; 0.54;F;ext;22.97;   ;      ; ;Galaxy Trans
     496;VVDS22H_MOS01-07;332.5130;+01.1889; ;22.00; ; 1.10; ; 0.31; ; 0.10; ; 0.73;V;pt ;20.76;QSO;      ; ;QSO
     497;COSMOS_MOS22-03 ;149.1845;+02.9782; ;22.10; ; 1.10; ; 0.44; ; 0.05; ; 1.11;F;pt ;20.80;QSO;      ; ;QSO
     498;GROTH_MOS04-07  ;211.8941;+54.1491; ;20.97; ; 1.10; ; 0.30; ; 0.17; ; 0.49;V;ext;19.75;   ;      ; ;AGN
     499;COSMOS_MOS23-13 ;150.8298;+02.4283; ;21.95; ; 1.10; ; 0.27; ; 0.17; ; 0.59;V;pt ;20.94;QSO;      ;X;QSO
     500;CDFS_MOS06-22   ;054.5855;-28.2693;>;23.09;>; 1.10; ; 0.65; ;     ; ; 0.68; ;ext;20.08;   ;      ; ;?
     501;GROTH_MOS02-20  ;214.6799;+54.3312;>;23.04;>; 1.10; ; 0.56; ; 0.48; ; 0.50;F;ext;23.40;   ;      ; ;Galaxy Trans
     502;GROTH_MOS04-24  ;212.7931;+53.2767;>;23.08;>; 1.10; ; 0.32; ; 0.34; ; 0.64;F;ext;20.31;   ;      ; ;Galaxy Trans
     503;GROTH_MOS03-08  ;213.9584;+53.3348; ;22.96; ; 1.10; ; 0.24; ; 0.42; ; 0.40;F;pt ;20.66;   ;      ; ;Point Flare
     504;VVDS22H_MOS06-19;333.2780;-00.2328; ;20.77; ; 1.10; ; 0.32; ; 0.10; ; 1.08;V;ext;19.05;   ; 0.528; ;AGN
     505;ELAISN1_MOS12-17;243.4571;+55.0851;>;23.05;>; 1.10; ; 0.99;<; 0.00; ; 0.11;F;   ;     ;   ;      ; ;Orphan Trans
     506;ELAISN1_MOS11-04;244.1149;+55.0036;>;23.01;>; 1.09; ; 0.54;<; 0.00; ; 1.09; ;pt ;21.28;QSO;      ; ;QSO
     507;COSMOS_MOS27-12 ;149.5955;+01.6511;>;23.01;>; 1.09; ; 0.71;<; 0.00; ; 0.65; ;ext;20.62;   ;      ; ;?
     508;COSMOS_MOS23-34 ;151.3602;+02.5618; ;22.84; ; 1.09; ; 0.32; ; 0.08; ; 1.00;F;pt ;20.95;QSO;      ; ;QSO
     509;ELAISN1_MOS13-01;241.0230;+55.8750; ;21.77; ; 1.09; ; 0.30; ; 0.19; ; 0.75; ;pt ;19.55;QSO;      ; ;QSO
     510;XMMLSS_MOS03-05 ;035.5813;-04.0144;>;22.93;>; 1.09; ; 0.16; ; 0.16; ; 0.16;F;ext;20.94;   ;      ; ;Galaxy Trans
     511;GROTH_MOS04-31  ;213.2865;+53.8350; ;22.94; ; 1.09; ; 0.21; ; 0.65; ; 0.25;V;ext;20.52;   ;      ; ;AGN
     512;COSMOS_MOS22-09 ;149.4711;+02.9217;>;22.79;>; 1.09; ; 1.03; ; 0.45; ; 0.06;F;pt ;21.48;   ;      ; ;Mdw
     513;GROTH_MOS05-02  ;215.0974;+52.4328;>;23.09;>; 1.08; ; 0.47; ; 0.21; ; 0.94;V;ext;21.47;   ;      ; ;AGN
     514;CDFS_MOS00-11   ;052.7777;-27.6001; ;23.04; ; 1.08; ; 0.08; ; 0.12; ; 0.10;V;ext;20.47;   ;      ; ;AGN
     515;GROTH_MOS01-19  ;215.9173;+54.0402; ;22.33; ; 1.08; ; 0.25;<; 0.00; ; 0.32;V;pt ;18.40;   ;      ; ;Point Var
     516;XMMLSS_MOS01-11 ;036.4142;-03.5385; ;22.15; ; 1.08; ; 0.27; ; 0.11; ; 0.60;V;pt ;20.72;QSO;      ;X;QSO
     517;GROTH_MOS03-09  ;213.9876;+53.7898;>;23.09;>; 1.08; ; 0.23; ; 0.40; ; 0.35;F;ext;20.75;   ;      ; ;Galaxy Trans
     518;CDFS_MOS05-06   ;051.7283;-27.0829; ;22.97; ; 1.08; ; 0.17; ; 0.27; ; 0.21;V;ext;20.45;   ;      ; ;AGN
     519;GROTH_MOS02-07  ;213.7605;+54.6823; ;22.48; ; 1.08; ; 0.32;<; 0.00; ; 0.56;F;pt ;20.93;QSO;      ; ;QSO
     520;XMMLSS_MOS03-07 ;035.6752;-03.8683; ;21.77; ; 1.08; ; 0.22;<; 0.00; ; 1.21; ;pt ;20.13;QSO;      ;X;QSO
     521;GROTH_MOS03-07  ;213.9246;+53.1716; ;21.94; ; 1.08; ; 0.29; ; 0.15; ; 0.43;V;ext;19.41;   ;      ; ;AGN
     522;ELAISN1_MOS11-03;244.0759;+54.9016; ;20.64; ; 1.08; ; 0.41; ; 0.04; ; 0.99;V;pt ;19.22;QSO;      ;X;QSO
     523;XMMLSS_MOS06-18 ;036.3901;-04.7955; ;22.88; ; 1.08; ; 0.16;<; 0.00; ; 0.22;V;ext;21.13;   ; 0.255; ;AGN
     524;GROTH_MOS01-02  ;214.8508;+54.1206;>;23.07;>; 1.08; ; 0.25; ; 0.22; ; 0.48; ;ext;21.76;   ;      ; ;?
     525;ELAISN1_MOS16-24;241.6351;+54.7530;>;23.03;>; 1.08; ; 0.53;<; 0.00; ; 0.51;F;ext;22.21;   ;      ; ;Galaxy Trans
     526;CDFS_MOS00-03   ;052.6000;-27.4965; ;23.04; ; 1.08; ; 0.08; ; 0.19; ; 0.08;V;ext;20.19;   ;      ; ;AGN
     527;ELAISN1_MOS16-27;241.7657;+54.5131; ;21.76; ; 1.07; ; 0.32; ; 0.21; ; 0.66;V;ext;21.72;   ;      ; ;AGN
     528;GROTH_MOS03-19  ;214.6576;+53.1718; ;21.61; ; 1.07; ; 0.31; ; 0.11; ; 0.46; ;pt ;20.53;QSO;      ; ;QSO
     529;GROTH_MOS02-19  ;214.4763;+54.3078; ;21.75; ; 1.07; ; 0.29; ; 0.38; ; 0.45;V;pt ;15.58;Mdw;      ; ;Mdw
     530;CDFS_MOS02-36   ;053.6315;-26.5610;>;23.08;>; 1.07; ; 0.17; ; 0.31; ; 0.20;V;ext;21.98;   ;      ; ;AGN
     531;CDFS_MOS03-10   ;053.9903;-27.6294;>;23.07;>; 1.07; ; 0.43;<; 0.00; ; 0.90;F;ext;21.58;   ;      ; ;Galaxy Trans
     532;ELAISN1_MOS12-11;243.0954;+54.5320; ;22.12; ; 1.07; ; 0.29; ; 0.33; ; 0.60;V;ext;19.53;   ;      ; ;AGN
     533;XMMLSS_MOS01-08 ;036.3313;-03.9123; ;21.17; ; 1.07; ; 0.33; ; 0.13; ; 0.81;V;ext;18.64;   ;      ;X;AGN
     534;CDFS_MOS06-19   ;054.4718;-28.1740; ;23.07; ; 1.07; ; 0.42; ; 0.33; ; 1.00; ;ext;21.64;   ;      ; ;?
     535;GROTH_MOS04-19  ;212.5519;+53.9372;>;23.08;>; 1.06; ; 0.23; ; 0.54; ; 0.30; ;ext;21.61;   ;      ; ;?
     536;CDFS_MOS01-00   ;051.4079;-28.1120; ;21.78; ; 1.06; ; 0.29; ; 0.04; ; 1.12; ;pt ;20.51;   ;      ; ;QSO
     537;XMMLSS_MOS05-17 ;035.3482;-04.9472;>;22.93;>; 1.06; ; 0.13; ; 0.26; ; 0.21;F;ext;20.83;   ;      ; ;Galaxy Trans
     538;VVDS22H_MOS05-03;333.7487;-01.0554;>;22.32;>; 1.06; ; 0.12; ; 0.23; ; 0.08;F;pt ;16.06;   ;      ; ;STAR
     539;CDFS_MOS03-02   ;053.7495;-27.4991; ;22.40; ; 1.06; ; 0.23; ; 0.12; ; 0.91;V;ext;19.49;   ;      ; ;AGN
     540;COSMOS_MOS22-08 ;149.4438;+02.9106;>;22.80;>; 1.06; ; 0.28; ; 0.42; ; 0.34; ;ext;20.15;   ;      ; ;?
     541;COSMOS_MOS26-03 ;150.0776;+01.2518; ;20.75; ; 1.06; ; 0.33; ; 0.01; ; 0.92;V;pt ;20.19;QSO;      ; ;QSO
     542;GROTH_MOS01-01  ;214.7924;+54.2950; ;23.00; ; 1.06; ; 0.22; ; 0.51; ; 0.27;V;ext;20.62;   ;      ; ;AGN
     543;CDFS_MOS00-30   ;053.1628;-28.0357; ;23.01; ; 1.06; ; 0.10; ; 0.16; ; 0.13;V;ext;21.46;   ;      ; ;AGN
     544;CDFS_MOS00-35   ;053.2671;-28.3188;>;23.09;>; 1.05; ; 0.11; ; 0.15; ; 0.32;F;ext;20.05;   ;      ; ;Galaxy Trans
     545;CDFS_MOS03-23   ;054.6463;-27.3550;>;23.07;>; 1.05; ; 0.37; ; 0.02; ; 0.87; ;pt ;22.57;   ;      ; ;QSO
     546;ELAISN1_MOS14-04;243.7876;+53.7078; ;22.63; ; 1.05; ; 0.16; ; 0.72; ; 0.11;F;ext;19.77;   ;      ; ;Galaxy Flare
     547;GROTH_MOS03-22  ;214.8456;+53.6932; ;21.87; ; 1.05; ; 0.34; ; 0.08; ; 0.73; ;pt ;20.73;QSO;      ; ;QSO
     548;ELAISN1_MOS16-13;241.1778;+53.9576;>;23.03;>; 1.05; ; 0.16; ; 0.39; ; 0.24;F;ext;21.11;   ;      ; ;Galaxy Trans
     549;CDFS_MOS00-40   ;053.3410;-27.7430;>;23.10;>; 1.05; ; 0.07; ; 0.13;<; 0.00;V;ext;20.79;   ;      ; ;AGN
     550;CDFS_MOS02-34   ;053.5642;-26.6084; ;22.92; ; 1.05; ; 0.16; ; 0.18; ; 0.15;V;ext;19.86;   ;      ; ;AGN
     551;COSMOS_MOS24-32 ;150.1395;+01.8768; ;21.70; ; 1.05; ; 0.28; ; 0.02; ; 0.88;V;ext;23.29;   ; 0.832;X;AGN
     552;CDFS_MOS02-13   ;052.9501;-26.5283; ;20.69; ; 1.04; ; 0.33; ; 0.52; ; 0.47;V;   ;14.40;   ;      ; ;Point Var
     553;CDFS_MOS00-24   ;053.0633;-28.1162; ;23.08; ; 1.04; ; 0.08; ; 0.13; ; 0.08;V;pt ;23.33;   ;      ; ;Point Var
     554;ELAISN1_MOS10-08;242.1908;+55.8779;>;23.05;>; 1.04; ; 0.93;<; 0.00; ; 0.13;F;pt ;17.59;Mdw;      ; ;Mdw
     555;COSMOS_MOS21-25 ;151.0424;+03.0502;>;22.83;>; 1.04; ; 0.68; ;     ; ; 1.15;F;pt ;20.48;QSO;      ; ;QSO
     556;CDFS_MOS00-39   ;053.3334;-27.9867; ;22.15; ; 1.04; ; 0.16; ; 0.03; ; 0.55;V;ext;21.00;   ;      ;X;AGN
     557;XMMLSS_MOS00-02 ;035.0932;-03.1648; ;20.39; ; 1.04; ; 0.42;<; 0.00; ; 1.00;F;pt ;20.00;QSO;      ; ;QSO
     558;XMMLSS_MOS05-07 ;034.8816;-05.4218;>;22.94;>; 1.04; ; 0.13;<; 0.00; ; 0.79;F;ext;21.19;   ;      ; ;Galaxy Trans
     559;GROTH_MOS05-29  ;216.3439;+52.7295;>;23.09;>; 1.04; ; 0.19; ; 0.30; ; 0.21;F;pt ;19.42;RRL;      ; ;RRL
     560;CDFS_MOS00-45   ;053.3828;-27.9029; ;22.41; ; 1.03; ; 0.15;<; 0.00; ; 0.49;F;ext;20.74;   ;      ;X;AGN
     561;COSMOS_MOS26-15 ;150.3543;+01.3396;>;22.93;>; 1.03; ; 0.19; ; 0.34; ; 0.30;V;ext;21.03;   ;      ; ;AGN
     562;GROTH_MOS04-22  ;212.6717;+53.3137; ;21.28; ; 1.03; ; 0.25; ; 0.22; ; 0.35;F;pt ;19.69;QSO;      ; ;QSO
     563;XMMLSS_MOS06-11 ;036.0485;-05.4172; ;19.88; ; 1.03; ; 0.18; ; 0.34; ; 0.21;F;pt ;13.91;   ;      ; ;STAR
     564;COSMOS_MOS26-31 ;150.7683;+00.8569; ;22.89; ; 1.03; ; 0.12; ; 0.12; ; 0.14;F;ext;20.91;   ;      ; ;Galaxy Flare
     565;COSMOS_MOS26-33 ;150.7710;+01.2403; ;22.89; ; 1.03; ; 0.17; ; 0.22; ; 0.33;V;pt ;17.45;   ;      ; ;STAR
     566;CDFS_MOS03-24   ;054.6693;-27.2714;>;23.07;>; 1.03; ; 0.40;<; 0.00; ; 1.03;V;pt ;20.83;   ;      ; ;Point Var
     567;COSMOS_MOS24-04 ;149.5830;+02.4844; ;19.61; ; 1.03; ; 0.37; ; 0.01; ; 1.11;V;ext;18.52;   ; 0.345;X;AGN
     568;GROTH_MOS07-10  ;212.6308;+52.2595; ;22.38; ; 1.03; ; 0.27;<; 0.00; ; 0.63;V;ext;20.09;   ;      ; ;AGN
     569;XMMLSS_MOS03-12 ;035.8295;-04.7707;>;22.96;>; 1.03; ; 0.32; ; 0.21; ; 0.71; ;ext;21.46;   ;      ;X;AGN
     570;CDFS_MOS05-18   ;052.0599;-27.0246; ;21.38; ; 1.03; ; 0.31;<; 0.00; ; 0.80;V;pt ;20.09;   ;      ; ;Point Var
     571;CDFS_MOS05-20   ;052.0980;-26.8460; ;22.27; ; 1.03; ; 0.25; ; 0.11; ; 0.34; ;ext;20.89;   ;      ; ;?
     572;GROTH_MOS07-25  ;213.0951;+53.1137;>;22.96;>; 1.03; ; 0.22; ; 0.46; ; 0.41;F;ext;21.64;   ;      ; ;Galaxy Trans
     573;XMMLSS_MOS02-13 ;035.2416;-04.1626;>;22.81;>; 1.03; ; 0.98; ; 0.19;<; 0.00;F;ext;25.25;   ;      ; ;Galaxy Trans
     574;ELAISN1_MOS10-11;242.4915;+55.5957;>;22.99;>; 1.03; ; 0.19; ; 0.31; ; 0.37;F;ext;21.25;   ;      ; ;Galaxy Trans
     575;CDFS_MOS06-15   ;054.2959;-28.4659; ;22.19; ; 1.03; ; 0.45; ;     ; ; 1.11;V;ext;20.94;   ;      ; ;AGN
     576;ELAISN1_MOS16-02;240.6835;+54.7669; ;22.13; ; 1.03; ; 0.28; ; 0.02; ; 0.63;V;pt ;20.89;   ;      ; ;QSO
     577;GROTH_MOS07-27  ;213.2253;+53.1375; ;21.93; ; 1.02; ; 0.25; ; 0.15; ; 0.40; ;pt ;20.00;QSO;      ; ;QSO
     578;GROTH_MOS01-14  ;215.6344;+54.2440;>;23.07;>; 1.02; ; 0.21; ; 0.56; ; 0.27;V;pt ;20.28;   ;      ; ;Point Var
     579;GROTH_MOS05-25  ;216.0269;+52.6856;>;23.10;>; 1.02; ; 0.17; ; 0.17; ; 0.22; ;ext;22.29;   ;      ; ;?
     580;GROTH_MOS07-03  ;212.0697;+52.5769;>;23.10;>; 1.02; ; 0.45;<; 0.00; ; 0.83; ;ext;20.18;   ;      ; ;?
     581;VVDS22H_MOS01-00;332.2180;+00.6221; ;21.36; ; 1.02; ; 0.32;<; 0.00; ; 0.99;F;pt ;20.32;QSO; 1.175; ;QSO
     582;ELAISN1_MOS11-19;245.1237;+55.4317; ;22.50; ; 1.02; ; 0.29; ; 0.46; ; 0.47;V;pt ;20.92;QSO;      ; ;QSO
     583;ELAISN1_MOS16-03;240.7118;+54.5662;>;23.00;>; 1.02; ; 0.49; ; 0.04; ; 0.90;V;pt ;21.20;QSO;      ; ;QSO
     584;CDFS_MOS04-17   ;053.1448;-28.4816;>;23.09;>; 1.02; ; 0.16; ; 0.22; ; 0.48;F;ext;20.63;   ;      ; ;Galaxy Trans
     585;CDFS_MOS05-03   ;051.6223;-27.1896; ;23.00; ; 1.02; ; 0.12; ; 0.21; ; 0.09;V;ext;20.46;   ;      ; ;AGN
     586;CDFS_MOS00-06   ;052.6675;-27.8226;>;23.09;>; 1.01; ; 0.08; ; 0.11; ; 0.09;F;ext;20.06;   ;      ; ;Galaxy Trans
     587;VVDS22H_MOS02-08;334.9174;+00.7720; ;22.21; ; 1.01; ; 0.13; ; 0.21; ; 0.22;V;ext;20.15;   ;      ; ;AGN
     588;XMMLSS_MOS03-22 ;036.2790;-04.0246;>;22.96;>; 1.01; ; 0.20; ; 0.25; ; 0.36;F;ext;19.13;   ;      ; ;Galaxy Trans
     589;XMMLSS_MOS04-07 ;036.5288;-04.0492; ;21.60; ; 1.01; ; 0.28; ; 0.12; ; 0.64;V;pt ;18.90;   ;      ;X;QSO
     590;CDFS_MOS02-14   ;052.9535;-26.5558; ;20.15; ; 1.01; ; 0.28; ; 0.07; ; 0.73;V;ext;18.83;   ;      ; ;AGN
     591;GROTH_MOS05-09  ;215.3859;+52.4519;>;23.09;>; 1.01; ; 0.15; ; 0.33; ; 0.18;F;ext;20.82;   ;      ; ;Galaxy Trans
     592;CDFS_MOS06-13   ;054.0988;-28.7478; ;22.64; ; 1.00; ; 0.48; ;     ; ; 1.23; ;pt ;19.78;QSO;      ; ;QSO
     593;CDFS_MOS02-10   ;052.8615;-26.4021; ;22.16; ; 1.00; ; 0.18; ; 0.11; ; 1.04;V;ext;20.57;   ;      ; ;AGN
     594;GROTH_MOS01-09  ;215.4893;+53.8507; ;21.03; ; 1.00; ; 0.29; ; 0.06; ; 0.43;V;ext;19.62;   ;      ; ;AGN
     595;CDFS_MOS06-04   ;053.7638;-28.1182; ;22.37; ; 1.00; ; 0.40; ; 0.30; ; 0.88; ;pt ;21.63;QSO;      ; ;QSO
     596;GROTH_MOS05-24  ;215.9746;+53.1230; ;22.43; ; 1.00; ; 0.27; ; 0.35; ; 0.57;V;ext;21.56;   ;      ; ;AGN
     597;ELAISN1_MOS10-02;241.9195;+55.8905; ;22.36; ; 1.00; ; 0.21;<; 0.00; ; 0.45;V;pt ;21.54;QSO;      ; ;QSO
     598;COSMOS_MOS27-19 ;149.8125;+00.9984; ;21.30; ; 1.00; ; 0.29;<; 0.00; ; 0.60;V;pt ;19.52;QSO; 1.814; ;QSO
     599;COSMOS_MOS25-00 ;148.5476;+02.2080;>;22.83;>; 1.00; ; 0.94; ;     ; ; 0.26;F;   ;     ;   ;      ; ;Point Trans
     600;COSMOS_MOS26-35 ;150.8023;+00.9722; ;20.36; ; 1.00; ; 0.29; ; 0.46; ; 0.58;F;pt ;17.28;   ; 0.000; ;STAR
     601;COSMOS_MOS24-12 ;149.7615;+02.3185; ;20.00; ; 1.00; ; 0.29; ; 0.03; ; 0.58;V;ext;18.63;   ; 0.345;X;AGN
     602;CDFS_MOS03-16   ;054.2415;-27.7126; ;21.45; ; 1.00; ; 0.35;<; 0.00; ; 0.90;V;pt ;20.33;QSO;      ; ;QSO
     603;ELAISN1_MOS13-09;241.7017;+55.7751;>;23.05;>; 1.00; ; 0.64; ; 0.32;<; 0.00;F;ext;22.33;   ;      ; ;Galaxy Trans
     604;CDFS_MOS06-11   ;054.0202;-28.4783;>;23.09;>; 1.00; ; 0.53; ; 0.42; ; 0.82;F;pt ;21.76;QSO;      ; ;QSO
     605;COSMOS_MOS26-12 ;150.2291;+01.3947; ;18.91; ; 1.00; ; 0.39; ; 0.59; ; 0.54;V;pt ;16.00;RRL;      ; ;RRL
     606;GROTH_MOS05-23  ;215.9569;+52.6509; ;21.66; ; 1.00; ; 0.29; ; 0.17; ; 0.45;V;pt ;19.89;RRL;      ; ;RRL
     607;CDFS_MOS00-55   ;053.6331;-27.7852;>;23.09;>; 1.00;<; 0.00;<; 0.00; ; 0.06;V;ext;21.37;   ;      ; ;AGN
     608;COSMOS_MOS23-11 ;150.8229;+01.8108;>;22.96;>; 0.99; ; 0.25; ; 0.28; ; 0.62;V;pt ;21.27;QSO;      ; ;QSO
     609;COSMOS_MOS27-09 ;149.4112;+01.1938;>;23.00;>; 0.99; ; 0.34; ; 0.11; ; 0.69; ;pt ;21.67;   ;      ; ;QSO
     610;XMMLSS_MOS04-10 ;036.7171;-04.0991; ;21.66; ; 0.99; ; 0.35;<; 0.00; ; 0.87;V;pt ;20.40;QSO;      ;X;QSO
     611;VVDS22H_MOS06-03;332.4833;-00.6473; ;19.45; ; 0.99; ; 0.34; ; 0.73; ; 0.48;V;pt ;16.22;RRL;      ; ;RRL
     612;COSMOS_MOS26-07 ;150.1236;+01.2973;>;22.90;>; 0.99; ; 0.24; ; 0.35; ; 0.38; ;ext;20.14;   ;      ; ;?
     613;CDFS_MOS05-09   ;051.8308;-26.8532; ;21.53; ; 0.99; ; 0.15;<; 0.00; ; 0.90; ;pt ;19.15;   ;      ; ;?
     614;CDFS_MOS00-50   ;053.5271;-27.9473; ;23.08; ; 0.98; ; 0.06; ; 0.13; ; 0.06;F;   ;23.22;   ;      ; ;Galaxy Flare
     615;GROTH_MOS02-14  ;214.1711;+54.4663;>;23.04;>; 0.98; ; 0.48; ; 0.17; ; 0.71;F;ext;22.83;   ;      ; ;Galaxy Trans
     616;VVDS22H_MOS06-11;332.8538;-00.5932; ;21.66; ; 0.98; ; 0.19; ; 0.18; ; 0.49; ;ext;19.46;   ;      ; ;?
     617;GROTH_MOS04-29  ;213.0507;+53.8272;>;23.08;>; 0.98; ; 0.53; ; 0.15; ; 0.32; ;ext;21.59;   ;      ; ;?
     618;ELAISN1_MOS12-18;243.5344;+55.1997;>;22.99;>; 0.98; ; 0.15; ; 0.05; ; 0.16;F;ext;20.92;   ;      ; ;Galaxy Trans
     619;CDFS_MOS01-07   ;051.6511;-28.3636; ;21.93; ; 0.98; ; 0.18; ; 0.08; ; 0.58; ;ext;20.53;   ;      ; ;?
     620;GROTH_MOS05-19  ;215.7078;+52.8124;>;23.07;>; 0.98; ; 0.24; ; 0.60; ; 0.31;F;ext;22.19;   ;      ; ;Galaxy Trans
     621;GROTH_MOS05-22  ;215.9274;+52.8088; ;21.73; ; 0.98; ; 0.22; ; 0.22; ; 0.33; ;pt ;19.81;   ;      ; ;?
     622;COSMOS_MOS21-10 ;150.4980;+02.6599; ;21.18; ; 0.98; ; 0.37;<; 0.00; ; 0.85;V;ext;20.15;   ; 0.854;X;AGN
     623;ELAISN1_MOS16-21;241.5648;+54.6907; ;20.84; ; 0.98; ; 0.34;<; 0.00; ; 0.79;V;pt ;19.91;QSO;      ; ;QSO
     624;ELAISN1_MOS10-03;242.0038;+55.9184;>;23.05;>; 0.98; ; 0.88;<; 0.00;<; 0.00;F;pt ;25.64;   ;      ; ;Point Trans
     625;GROTH_MOS05-10  ;215.3986;+52.5274; ;20.41; ; 0.97; ; 0.25; ; 0.21; ; 0.39;V;ext;18.28;   ; 0.249; ;AGN
     626;CDFS_MOS02-21   ;053.1962;-27.1768; ;19.75; ; 0.97; ; 0.24;<; 0.00; ; 1.16;V;ext;18.78;   ;      ; ;AGN
     627;ELAISN1_MOS10-04;242.0405;+55.6697; ;20.47; ; 0.97; ; 0.33; ; 0.15; ; 0.65;V;ext;18.65;   ;      ;X;AGN
     628;CDFS_MOS00-51   ;053.5490;-27.8004; ;21.95; ; 0.97; ; 0.11;<; 0.00; ; 0.39;V;ext;20.22;   ;      ; ;AGN
     629;CDFS_MOS03-25   ;054.6802;-27.0895; ;22.33; ; 0.97; ; 0.15; ; 0.08; ; 0.96;V;ext;20.90;   ;      ; ;AGN
     630;ELAISN1_MOS12-22;243.7955;+55.1073; ;19.32; ; 0.97; ; 0.30; ; 0.09; ; 0.72;V;ext;19.04;   ;      ; ;AGN
     631;CDFS_MOS00-46   ;053.4039;-27.8476; ;22.99; ; 0.97; ; 0.07; ; 0.11; ; 0.08;F;ext;20.35;   ;      ; ;Galaxy Flare
     632;CDFS_MOS01-24   ;052.0877;-28.3483; ;22.05; ; 0.97; ; 0.31;<; 0.00; ; 0.83;V;pt ;19.22;   ;      ; ;Point Var
     633;GROTH_MOS04-13  ;212.1131;+53.3898; ;21.03; ; 0.97; ; 0.28; ; 0.09; ; 0.49;V;ext;20.53;   ;      ; ;AGN
     634;CDFS_MOS00-10   ;052.7707;-27.4713; ;23.00; ; 0.97; ; 0.08; ; 0.10; ; 0.12;V;ext;20.80;   ;      ; ;AGN
     635;CDFS_MOS01-20   ;052.0238;-28.4480; ;21.66; ; 0.97; ; 0.33;<; 0.00; ; 0.83;F;ext;21.45;   ;      ; ;Galaxy Flare
     636;COSMOS_MOS21-07 ;150.3937;+03.2726; ;21.50; ; 0.96; ; 0.40; ; 0.28; ; 0.94;V;pt ;19.77;QSO;      ; ;QSO
     637;CDFS_MOS02-04   ;052.7762;-27.0720; ;21.49; ; 0.96; ; 0.17; ; 0.10; ; 0.82; ;ext;20.68;   ;      ; ;?
     638;CDFS_MOS04-08   ;052.7751;-29.1237; ;22.89; ; 0.96; ; 0.10; ; 0.21; ; 0.04;F;ext;19.20;   ;      ; ;Galaxy Flare
     639;ELAISN1_MOS10-13;242.9593;+56.0602; ;21.25; ; 0.96; ; 0.31; ; 0.17; ; 0.75; ;pt ;20.31;QSO;      ; ;QSO
     640;GROTH_MOS02-09  ;213.8091;+54.0399; ;22.26; ; 0.96; ; 0.30; ; 0.19; ; 0.55;F;ext;20.91;   ;      ; ;Galaxy Flare
     641;COSMOS_MOS21-02 ;150.0837;+03.2591; ;21.90; ; 0.96; ; 0.27; ; 0.14; ; 0.53;V;pt ;19.47;QSO;      ; ;QSO
     642;CDFS_MOS01-19   ;052.0163;-28.5534; ;21.65; ; 0.96; ; 0.23;<; 0.00; ; 0.56; ;pt ;19.58;QSO;      ; ;QSO
     643;VVDS22H_MOS00-05;333.3782;+01.6243; ;21.77; ; 0.96; ; 0.21;<; 0.00; ; 0.47;V;pt ;19.48;QSO;      ; ;QSO
     644;CDFS_MOS03-17   ;054.2791;-27.1163; ;21.95; ; 0.96; ; 0.33; ; 0.06; ; 0.82;V;pt ;20.56;   ;      ; ;QSO
     645;VVDS22H_MOS00-12;333.5874;+01.3271; ;22.20; ; 0.96; ; 0.13; ; 0.17; ; 0.30; ;pt ;17.27;RRL;      ; ;RRL
     646;VVDS22H_MOS01-08;332.5703;+00.5185; ;21.70; ; 0.96; ; 0.23; ; 0.11; ; 0.59;V;pt ;20.52;QSO;      ; ;QSO
     647;CDFS_MOS01-34   ;052.4208;-28.5658; ;23.06; ; 0.96; ; 0.15; ; 0.19; ; 0.67;F;ext;20.58;   ;      ; ;Galaxy Flare
     648;VVDS22H_MOS06-16;333.0985;+00.0828; ;19.06; ; 0.96; ; 0.31; ; 0.64; ; 0.45;V;pt ;15.46;   ;      ; ;STAR
     649;VVDS22H_MOS01-09;332.5800;+00.2685;>;22.79;>; 0.96; ; 0.67;<; 0.00; ; 0.89; ;ext;22.26;   ;      ; ;?
